Date,Details,Beach Name/Location,Organization,Items,Volunteer Hours,Weight
10/10/2017,Recap,Hilton Head Island,Individual (1118),150,1.75,7.19
10/09/2017,Recap,Hilton Head Island,Individual (1118),34,0.75,3.07
10/08/2017,Recap,Hilton Head Island,Individual (1118),137,1.25,11.38
10/07/2017,Recap,Hilton Head Island,Individual (1118),130,1.25,5.48
10/07/2017,Recap,North Myrtle Beach,1918,2474,99,76.25
10/07/2017,Recap,Sullivans Island,1641,99,32.5,14.85
10/06/2017,Recap,Hilton Head Island,Individual (1118),231,2,11.13
10/05/2017,Recap,Hilton Head Island,Individual (1118),108,1,4.83
10/04/2017,Recap,Hilton Head Island,Individual (1118),81,1,1.55
10/03/2017,Recap,Hilton Head Island,Individual (1118),28,1.25,1.07
10/02/2017,Recap,Hilton Head Island,Individual (1442),102,2,5.64
10/01/2017,Recap,Hilton Head Island,Individual (1118),142,10,7.12
10/01/2017,Recap,Surfside Beach,Individual (1298),5,0.5,0.45
09/30/2017,Recap,Hilton Head Island,Individual (1118),23,3.25,1.25
09/29/2017,Recap,Hilton Head Island,1646,63,1.25,3.04
09/29/2017,Recap,Hilton Head Island,Individual (1118),22,1.25,0.43
09/29/2017,Recap,North Myrtle Beach,Individual (1314),50,0.5,0.55
09/28/2017,Recap,Hilton Head Island,Individual (1118),38,1,1.13
09/27/2017,Recap,Hilton Head Island,Individual (1118),29,0.75,0.42
09/26/2017,Recap,Hilton Head Island,Individual (1118),97,1.25,1.54
09/25/2017,Recap,Hilton Head Island,Individual (1118),173,1.25,5.24
09/24/2017,Recap,Hilton Head Island,Individual (1118),101,1,2.22
09/23/2017,Recap,Hilton Head Island,Individual (1118),28,1.25,0.8
09/22/2017,Recap,Hilton Head Island,Individual (1118),48,1.25,0.85
09/22/2017,Recap,Port Royal Sands Beach,Individual (1410),28,0.5,1.06
09/21/2017,Recap,Hilton Head Island,Individual (1118),53,1,1.18
09/21/2017,Recap,Hilton Head Island,1889,300,9,10.85
09/20/2017,Recap,Hilton Head Island,Individual (1118),71,1,2.54
09/19/2017,Recap,Hilton Head Island,Individual (1118),142,12.5,3.58
09/18/2017,Recap,Hilton Head Island,Individual (1442),189,2,10.67
09/17/2017,Recap,Hilton Head Island,Individual (1118),143,7.25,2.83
09/16/2017,Recap,Hilton Head Island,Individual (1442),150,8.75,18.38
09/15/2017,Recap,Hilton Head Island,Individual (1442),190,3,12.22
09/14/2017,Recap,Hilton Head Island,Individual (1442),237,5.5,10.88
09/14/2017,Recap,North Myrtle Beach,Individual (1314),70,0.25,1.6
09/13/2017,Recap,Hilton Head Island,Individual (1138),123,3.5,4.98
09/08/2017,Recap,Hunting Island,Individual (1181),19,0.75,0.64
09/07/2017,Recap,Hilton Head Island,Individual (1118),184,1.25,4.79
09/06/2017,Recap,Hilton Head Island,Individual (1118),244,1.25,5.67
09/05/2017,Recap,Hilton Head Island,Individual (1442),375,2.75,8.41
09/04/2017,Recap,Hilton Head Island,Individual (1118),187,1.25,7.48
09/03/2017,Recap,Hilton Head Island,Individual (1442),532,3.25,8.5
09/02/2017,Recap,Hilton Head Island,Individual (1442),247,2,2.24
09/01/2017,Recap,Hilton Head Island,Individual (1118),281,1.75,5.14
09/01/2017,Recap,Hunting Island,Individual (1181),8,0.5,0.07
08/30/2017,Recap,Hunting Island,1920,12,0.25,0.47
08/30/2017,Recap,Waties Island,Individual (1149),69,0.25,1.56
08/28/2017,Recap,Briarcliffe Acres,Individual (1265),175,1.5,4.3
08/26/2017,Recap,Pritchard's Island,Individual (1457),47,51,2.35
08/25/2017,Recap,Hilton Head Island,Individual (1138),34,0.25,0.44
08/24/2017,Recap,Hilton Head Island,Individual (1118),210,1.25,2.5
08/23/2017,Recap,Hilton Head Island,Individual (1118),540,2,6.71
08/22/2017,Recap,Hilton Head Island,Individual (1118),128,1,3.62
08/21/2017,Recap,Briarcliffe Acres,Individual (1265),430,1.75,9.19
08/21/2017,Recap,Hilton Head Island,Individual (1118),298,1,6.34
08/20/2017,Recap,Hilton Head Island,Individual (1442),280,2.5,4.91
08/19/2017,Recap,Hilton Head Island,Individual (1118),92,1,2.31
08/19/2017,Recap,Hilton Head Island,1957,187,3,4.82
08/19/2017,Recap,Hunting Island,1920,427,0.5,52.28
08/19/2017,Recap,Port Royal Sands Beach,Individual (1410),17,0.5,0.42
08/18/2017,Recap,Hilton Head Island,Individual (1118),113,1,4.17
08/18/2017,Recap,North Myrtle Beach,Individual (1149),92,0.25,1.73
08/18/2017,Recap,Pritchard's Island,Individual (1457),21,9,0.27
08/17/2017,Recap,Hilton Head Island,Individual (1442),146,1.25,2.79
08/17/2017,Recap,Hunting Island,Individual (1457),21,8,0.91
08/16/2017,Recap,Hilton Head Island,Individual (1118),210,15,6.25
08/16/2017,Recap,Hunting Island,1920,10,2.5,0.23
08/15/2017,Recap,Hilton Head Island,Individual (1118),245,1.5,6.7
08/15/2017,Recap,Hunting Island,1920,38,0.5,1.42
08/15/2017,Recap,Waties Island,Individual (1265),32,2.25,1.12
08/14/2017,Recap,Briarcliffe Acres,Individual (1265),24,2.25,0.27
08/14/2017,Recap,Hilton Head Island,Individual (1118),87,1,2.2
08/14/2017,Recap,Hunting Island,1920,23,1.75,0.52
08/13/2017,Recap,Hilton Head Island,Individual (1118),66,0.5,2.13
08/13/2017,Recap,Hunting Island,1920,5,2.25,0.2
08/12/2017,Recap,Hilton Head Island,Individual (1118),196,1.5,1.65
08/12/2017,Recap,Hunting Island,1920,4,0.75,0.18
08/12/2017,Recap,Pritchard's Island,Individual (1457),36,9.5,0.74
08/11/2017,Recap,Hilton Head Island,Individual (1118),198,0.5,3.66
08/11/2017,Recap,Hunting Island,Individual (1442),11,1.5,1.23
08/10/2017,Recap,Briarcliffe Acres,1797,540,8,12.68
08/10/2017,Recap,Hilton Head Island,Individual (1118),140,1,2.38
08/09/2017,Recap,Hilton Head Island,Individual (1442),333,2.25,2.78
08/09/2017,Recap,Hunting Island,1920,11,0.25,0.24
08/08/2017,Recap,Hilton Head Island,Individual (1118),491,1.25,9.5
08/08/2017,Recap,Hunting Island,1920,47,0.5,1.92
08/08/2017,Recap,Waties Island,Individual (1265),20,2.5,1.21
08/07/2017,Recap,Briarcliffe Acres,Individual (1265),171,1.75,4.12
08/07/2017,Recap,Hilton Head Island,Individual (1118),382,1.5,9.14
08/06/2017,Recap,Hilton Head Island,Individual (1118),217,1,7.71
08/05/2017,Recap,Hilton Head Island,Individual (1442),1074,3.25,12.87
08/04/2017,Recap,Hilton Head Island,Individual (1442),268,2.75,7.81
08/04/2017,Recap,Hunting Island,1920,29,7.25,1.79
08/04/2017,Recap,Hunting Island,Individual (1442),40,3.25,2.36
08/03/2017,Recap,Hilton Head Island,Individual (1118),81,0.5,5.96
08/02/2017,Recap,Hilton Head Island,Individual (1118),210,1.75,8
08/02/2017,Recap,Hunting Island,1920,40,2.25,4.58
08/01/2017,Recap,Hilton Head Island,Individual (1442),199,1.5,11.7
07/31/2017,Recap,Hilton Head Island,Individual (1118),113,0.75,1.99
07/30/2017,Recap,Hilton Head Island,Individual (1118),104,0.75,3.57
07/30/2017,Recap,Hilton Head Island,1957,70,0.75,2.11
07/29/2017,Recap,Hilton Head Island,Individual (1118),235,1,6.78
07/29/2017,Recap,Pritchard's Island,Individual (1481),23,0.25,1.13
07/28/2017,Recap,Hilton Head Island,Individual (1442),371,3,16.29
07/28/2017,Recap,Hunting Island,Individual (1181),5,2.25,0.42
07/27/2017,Recap,Hilton Head Island,Individual (1442),292,1.75,8.79
07/27/2017,Recap,Hilton Head Island,1957,156,1,5.78
07/26/2017,Recap,Hilton Head Island,Individual (1118),93,0.75,5.36
07/26/2017,Recap,Hilton Head Island,1957,217,1.25,6.3
07/26/2017,Recap,Hunting Island,1920,19,22.5,1.47
07/25/2017,Recap,Hilton Head Island,Individual (1118),154,4.5,5.58
07/25/2017,Recap,Hunting Island,Individual (1341),1,0.5,0.03
07/24/2017,Recap,Hilton Head Island,Individual (1118),116,1.5,10.87
07/23/2017,Recap,Hilton Head Island,Individual (1442),664,3,19.71
07/22/2017,Recap,Hilton Head Island,Individual (1118),420,1.75,15.9
07/22/2017,Recap,Pritchard's Island,Individual (1457),41,36.75,0.82
07/21/2017,Recap,Hilton Head Island,Individual (1442),240,2.25,11.53
07/21/2017,Recap,Hunting Island,1920,7,0.25,0.03
07/21/2017,Recap,Hunting Island,Individual (1114),14,3.5,0.21
07/20/2017,Recap,Hilton Head Island,Individual (1118),185,1,6.89
07/19/2017,Recap,Hilton Head Island,Individual (1118),343,2,8.66
07/18/2017,Recap,Hilton Head Island,Individual (1442),598,2,12.3
07/18/2017,Recap,Hunting Island,Individual (1341),11,0.75,2.14
07/18/2017,Recap,Waties Island,Individual (1265),31,1.75,0.46
07/17/2017,Recap,Briarcliffe Acres,Individual (1265),204,2.25,7.57
07/17/2017,Recap,Hilton Head Island,Individual (1442),473,3,15.18
07/16/2017,Recap,Hilton Head Island,Individual (1118),320,1.25,9.21
07/16/2017,Recap,Pritchard's Island,Individual (1457),21,23.25,1.72
07/15/2017,Recap,Hilton Head Island,Individual (1118),179,1.25,4.33
07/14/2017,Recap,Hilton Head Island,Individual (1118),436,1.25,9.22
07/14/2017,Recap,Hunting Island,1920,18,8.75,1.75
07/13/2017,Recap,Hilton Head Island,Individual (1118),396,1.75,32
07/13/2017,Recap,Hunting Island,Individual (1457),19,12,1.35
07/12/2017,Recap,Hilton Head Island,Individual (1118),332,1.5,12.55
07/11/2017,Recap,Briarcliffe Acres,Individual (1130),512,1.5,12.43
07/11/2017,Recap,Hilton Head Island,Individual (1118),344,1,11.11
07/10/2017,Recap,Briarcliffe Acres,Individual (1265),306,2.25,9.93
07/10/2017,Recap,Hilton Head Island,Individual (1118),316,2.25,12.19
07/09/2017,Recap,Hilton Head Island,Individual (1118),149,1.25,7.72
07/09/2017,Recap,Pritchard's Island,Individual (1457),69,10.5,5.74
07/08/2017,Recap,Briarcliffe Acres,Individual (1329),100,4,2.58
07/08/2017,Recap,Hilton Head Island,Individual (1442),609,4.75,18.78
07/07/2017,Recap,Hilton Head Island,Individual (1118),466,14,19.74
07/07/2017,Recap,Hunting Island,1920,18,1.5,3.15
07/07/2017,Recap,Hunting Island,Individual (1181),44,1.25,0.9
07/07/2017,Recap,Myrtle Beach,Individual (1265),157,0.5,1.1
07/06/2017,Recap,Hilton Head Island,Individual (1118),226,1.75,10.73
07/06/2017,Recap,Hunting Island,Individual (1457),18,50,0.64
07/05/2017,Recap,Hilton Head Island,Individual (1442),307,2,18.86
07/04/2017,Recap,Hilton Head Island,Individual (1118),240,1.5,9.51
07/04/2017,Recap,Waties Island,Individual (1265),22,1,0.57
07/03/2017,Recap,Hilton Head Island,Individual (1118),401,1.75,15.61
07/03/2017,Recap,Hunting Island,Individual (1292),53,3.75,4.45
07/03/2017,Recap,Surfside Beach,Individual (1329),42,1,2.96
07/02/2017,Recap,Hilton Head Island,Individual (1118),405,2.25,8.67
07/02/2017,Recap,Pritchard's Island,Individual (1481),18,0.25,1.54
07/01/2017,Recap,Hilton Head Island,Individual (1118),450,2.5,14.73
06/30/2017,Recap,Hilton Head Island,Individual (1118),261,1.5,12.72
06/30/2017,Recap,Hunting Island,1920,3,0.75,0.1
06/30/2017,Recap,Pritchard's Island,Individual (1457),70,12.75,1.81
06/29/2017,Recap,Hilton Head Island,Individual (1118),158,1.25,6.58
06/29/2017,Recap,Hunting Island,Individual (1442),43,13,1.38
06/28/2017,Recap,Hilton Head Island,Individual (1118),183,1,7.21
06/27/2017,Recap,Hilton Head Island,Individual (1118),208,1.25,9.14
06/27/2017,Recap,Waties Island,Individual (1265),6,1.5,0.04
06/26/2017,Recap,Briarcliffe Acres,Individual (1265),187,1.75,3.34
06/26/2017,Recap,Hilton Head Island,Individual (1118),521,1.75,19.71
06/26/2017,Recap,Hunting Island,1920,18,0.75,0.18
06/25/2017,Recap,Hilton Head Island,Individual (1118),158,1,4.94
06/25/2017,Recap,Surfside Beach,Individual (1329),110,1.5,7.73
06/25/2017,Recap,Pritchard's Island,Individual (1457),67,13,2.33
06/24/2017,Recap,Briarcliffe Acres,Individual (1265),119,2,3.84
06/24/2017,Recap,Hilton Head Island,Individual (1118),139,1,8.28
06/23/2017,Recap,Hilton Head Island,Individual (1118),109,1,3.99
06/23/2017,Recap,Hunting Island,1920,22,1,1.36
06/22/2017,Recap,Hilton Head Island,Individual (1118),181,1,4.7
06/22/2017,Recap,Hunting Island,1920,4,0.5,0.3
06/22/2017,Recap,Hunting Island,Individual (1442),21,2.5,0.89
06/21/2017,Recap,Hilton Head Island,Individual (1118),199,1,6.71
06/21/2017,Recap,Hunting Island,Individual (1442),11,0.25,0.36
06/20/2017,Recap,Hilton Head Island,Individual (1118),234,1.25,8.95
06/20/2017,Recap,Hunting Island,1920,17,0.75,1.14
06/20/2017,Recap,Waties Island,Individual (1265),6,0.5,0.9
06/19/2017,Recap,Briarcliffe Acres,Individual (1265),241,1.75,4.27
06/19/2017,Recap,Hilton Head Island,Individual (1118),396,1.75,19.09
06/18/2017,Recap,Hilton Head Island,Individual (1118),139,1,7.22
06/18/2017,Recap,Port Royal Sands Beach,Individual (1410),28,0.75,1.02
06/17/2017,Recap,Hilton Head Island,Individual (1118),125,1.5,0.79
06/16/2017,Recap,Hunting Island,1920,18,4.25,3.95
06/16/2017,Recap,Hunting Island,Individual (1005),11,0.5,0.35
06/15/2017,Recap,Hunting Island,Individual (1221),14,1.25,1.69
06/13/2017,Recap,Hunting Island,1920,18,1.5,1.29
06/13/2017,Recap,Waties Island,Individual (1265),11,1.5,1.3
06/12/2017,Recap,Briarcliffe Acres,Individual (1265),232,2.25,4.97
06/10/2017,Recap,Waties Island,Individual (1136),26,1.25,1.57
06/09/2017,Recap,Hunting Island,1920,21,3,0.48
06/08/2017,Recap,Garden City Beach,1910,104,0.25,3.25
06/08/2017,Recap,Surfside Beach,Individual (1298),10,0.5,0.53
06/07/2017,Recap,Hilton Head Island,Individual (1138),145,1.25,3.48
06/07/2017,Recap,Waties Island,Individual (1136),16,0.5,1.91
06/06/2017,Recap,Briarcliffe Acres,1797,168,1,5.05
06/06/2017,Recap,Briarcliffe Acres,Individual (1130),44,0.25,0.8
06/06/2017,Recap,Hunting Island,1920,11,0.25,0.25
06/06/2017,Recap,Waties Island,Individual (1265),14,1.5,0.5
06/05/2017,Recap,Briarcliffe Acres,Individual (1265),246,1.75,5.52
06/05/2017,Recap,Hunting Island,1920,12,2.25,0.6
06/03/2017,Recap,Waties Island,Individual (1136),8,0.75,0.11
06/02/2017,Recap,Hunting Island,Individual (1442),7,3.75,1.04
06/02/2017,Recap,Waties Island,Individual (1348),22,1.25,0.77
06/01/2017,Recap,Hilton Head Island,Individual (1138),68,1.25,7.89
05/31/2017,Recap,Hilton Head Island,Individual (1138),33,1,0.26
05/30/2017,Recap,Waties Island,Individual (1136),9,1.25,0.16
05/30/2017,Recap,Waties Island,1762,32,1.75,1.08
05/29/2017,Recap,Briarcliffe Acres,Individual (1265),224,1.75,5.93
05/29/2017,Recap,Hunting Island,1920,4,0.25,0.08
05/26/2017,Recap,Briarcliffe Acres,Individual (1265),71,1.5,1.55
05/23/2017,Recap,Waties Island,Individual (1265),62,1.75,7.13
05/19/2017,Recap,Folly Beach,1811,202,6.25,6.19
05/19/2017,Recap,Port Royal Sands Beach,Individual (1410),19,0.5,0.35
05/18/2017,Recap,Hilton Head Island,Individual (1442),148,1.5,7.04
05/18/2017,Recap,Hilton Head Island,1889,296,1.5,6.92
05/17/2017,Recap,Hilton Head Island,Individual (1138),25,1.5,2.19
05/16/2017,Recap,Surfside Beach,Individual (1298),5,1,0.1
05/16/2017,Recap,Waties Island,Individual (1265),14,1.75,2.01
05/13/2017,Recap,Surfside Beach,Individual (1298),7,0.75,0.75
05/12/2017,Recap,Hilton Head Island,Individual (1138),50,1.75,5.08
05/09/2017,Recap,Surfside Beach,Individual (1298),3,0.25,0.06
05/08/2017,Recap,Surfside Beach,Individual (1298),7,1.25,1.13
05/06/2017,Recap,Surfside Beach,Individual (1298),17,1.25,1.61
05/04/2017,Recap,Port Royal Sands Beach,Individual (1410),29,1.5,0.7
05/02/2017,Recap,Waties Island,Individual (1265),19,1.75,1.29
04/29/2017,Recap,North Myrtle Beach,1918,2270,14,59.03
04/29/2017,Recap,North Myrtle Beach,Individual (1476),65,1,1.5
04/29/2017,Recap,Atlantic Beach,Individual (1442),106,0.5,5.72
04/19/2017,Recap,Isle of Palms,Individual (1377),62,1,2.9
04/16/2017,Recap,Myrtle Beach,Individual (1484),139,0.75,5.3
04/10/2017,Recap,Isle of Palms,Individual (1377),97,1,4.72
04/08/2017,Recap,Folly Beach,1946,40,1.5,2.93
04/08/2017,Recap,Hilton Head Island,Individual (1442),586,4.5,18.23
03/29/2017,Recap,Surfside Beach,Individual (1228),58,1.5,2.32
03/26/2017,Recap,Hilton Head Island,Individual (1442),22,0.75,0.93
03/26/2017,Recap,Surfside Beach,Individual (1298),4,0.25,0.11
03/25/2017,Recap,Isle of Palms,Individual (1377),154,1,4.96
03/24/2017,Recap,Hilton Head Island,Individual (1138),11,0.75,1.59
03/23/2017,Recap,Surfside Beach,Individual (1298),5,0.75,0.33
03/22/2017,Recap,Hilton Head Island,Individual (1024),52,3,2.03
03/22/2017,Recap,Hilton Head Island,1889,88,1.5,6.62
03/19/2017,Recap,Myrtle Beach,1867,39,0.25,3.42
03/19/2017,Recap,Myrtle Beach,Individual (1215),9,0.25,0.11
03/18/2017,Recap,Hilton Head Island,1759,92,3.5,6.05
03/18/2017,Recap,Hilton Head Island,Individual (1442),247,1.5,14.06
03/10/2017,Recap,Surfside Beach,Individual (1298),16,0.75,0.11
03/08/2017,Recap,Surfside Beach,Individual (1298),14,0.75,0.38
03/07/2017,Recap,Hilton Head Island,Individual (1262),25,1.5,1.88
03/07/2017,Recap,Elliott's Beach,Individual (1262),19,0.75,0.67
03/05/2017,Recap,Hilton Head Island,Individual (1138),28,0.75,1.78
03/04/2017,Recap,Hilton Head Island,Individual (1433),150,0.25,4.36
03/02/2017,Recap,Surfside Beach,Individual (1298),16,1,2.91
02/26/2017,Recap,Folly Beach,1856,137,1,9.37
02/26/2017,Recap,Surfside Beach,Individual (1298),10,2,0.44
02/24/2017,Recap,Surfside Beach,Individual (1298),10,0.5,0.47
02/23/2017,Recap,Hilton Head Island,Individual (1138),251,1.75,8.29
02/18/2017,Recap,Surfside Beach,Individual (1298),4,0.5,1.21
02/11/2017,Recap,Surfside Beach,Individual (1298),6,1,0.22
02/09/2017,Recap,Surfside Beach,Individual (1298),3,0.75,1.78
02/02/2017,Recap,Surfside Beach,Individual (1298),5,0.75,0.39
02/01/2017,Recap,Surfside Beach,Individual (1298),12,0.5,0.93
01/28/2017,Recap,Hilton Head Island,1785,41,1.25,2.88
01/24/2017,Recap,Hilton Head Island,Individual (1138),19,0.5,2.12
01/24/2017,Recap,Surfside Beach,Individual (1298),21,1,1.96
01/23/2017,Recap,Surfside Beach,Individual (1298),8,1,0.59
01/19/2017,Recap,Hilton Head Island,Individual (1262),55,1.25,10.92
01/19/2017,Recap,Surfside Beach,Individual (1298),7,0.5,0.19
01/18/2017,Recap,Surfside Beach,Individual (1298),6,0.5,0.06
01/17/2017,Recap,Surfside Beach,Individual (1298),6,0.75,0.67
01/16/2017,Recap,Surfside Beach,Individual (1298),4,1,0.05
01/15/2017,Recap,Surfside Beach,Individual (1298),4,0.75,0.92
01/13/2017,Recap,Surfside Beach,Individual (1298),9,1,0.3
01/12/2017,Recap,Surfside Beach,Individual (1298),4,0.75,0.04
01/11/2017,Recap,Surfside Beach,Individual (1298),4,1,1.79
01/10/2017,Recap,Hilton Head Island,Individual (1138),20,0.5,1.92
01/10/2017,Recap,Surfside Beach,Individual (1298),13,1,1.26
01/06/2017,Recap,Surfside Beach,Individual (1298),2,1,0.02
01/05/2017,Recap,Surfside Beach,Individual (1298),11,0.75,0.62
01/04/2017,Recap,Hilton Head Island,Individual (1138),40,1,2.36
01/04/2017,Recap,Surfside Beach,Individual (1298),3,0.25,0.55
01/02/2017,Recap,Surfside Beach,Individual (1298),18,1,0.95
